"OBÈINA/NASELJE","2008 Prebivalstvo - SKUPAJ","2009 Prebivalstvo - SKUPAJ","2010 Prebivalstvo - SKUPAJ","2011 Prebivalstvo - SKUPAJ","2012 Prebivalstvo - SKUPAJ","2013 Prebivalstvo - SKUPAJ","2014 Prebivalstvo - SKUPAJ","2015 Prebivalstvo - SKUPAJ","2016 Prebivalstvo - SKUPAJ","2017 Prebivalstvo - SKUPAJ","2018 Prebivalstvo - SKUPAJ","2019 Prebivalstvo - SKUPAJ"
"SLOVENIJA",2025866,2032362,2046976,2050189,2055496,2058821,2061085,2062874,2064188,2065895,2066880,2080908
